Nota,TitluReview,Nume,Data,Review
9/10,Joker review:,danielx-83141,10/12/2019,"Joker (2019) tells a story about an unbalanced comedian named Arthur Fleck (Joaquin Phoenix) being disregarded by society. He goes upon a path of self-discovery, in which his mental condition gets worse as the movie progresses.On the same note, the movie's plot was inspired by both Martin Scorsese's Taxi Driver and The King of Comedy. That being said, the movie still manages to find its unique tone without completely copying one of the movie's narrative.Joaquin Phoenix delivers a oscar-worthy performance. His performance was jaw-dropping - no joke! He went through an extraordinary transformation throughout the entire course of the movie. You really feel sympathy for this guy, and you want him to achieve his goal. That's how good Joaquin is.This movie is, without a doubt, a piece of art. Whether it's the cinematography, the soundtrack or the cast themselves, they all deliver on it flawlessly.That being said, this movie is absolutely not for the faint of heart. It contains graphic violence, language, and it can be sometimes pretty depressing. It touches upon various subjects that you don't usually see in a standard Hollywood movie nowadays. Such as: anxiety depression and society itself etc. To some, it can be a problem. Therefore, I wouldn't recommend it for those kinds of people.Verdict: despite its controversy it gained in the past few weeks, Joker proves that there's so much more you can do with a standard comic book movie rather than watching it and forgetting about it afterwards. On the contrary, it approaches the viewers, and it makes them ask questions and think about the movie's existence, and what it has to say. I want to see more movies being made like this. Honestly, I was kind of sick of superhero movies, up until I saw this one. It gave me hope. It shows that there's more you can do with this medium."
10/10,Absolutely stunning,josh-251-37294,10/11/2019,"A masterpiece in character acting, Joaquin is stunning."
10/10,The best,ibrahiyari,10/11/2019,Best film i watched it was very good and nice so I recommend you to go watch it as fast as you can😂🌚
9/10,A clean masterpiece!,firasabusaid,10/9/2019,A clean masterpiece!
9/10,A Breath of Fresh Cinema,JACKTHEJAMES,10/8/2019,"Bursting with emotion. This film has won me over and dug me out of a ditch of cheap CGI fan fare.Absolutely outstanding. Really well filmed. It's pace, tone and character impressions really pay off. Most of the time you like your sat on the edge of Joaquin's feelings.Joker is a classic. And a cinema masterpiece. It was beautifully filmed."
9/10,"Haters, why so serious? Art is art there is no right or wrong.",indritedjakusuma,10/8/2019,"Cinematography was top notch, personally i love the tones on every scenes, the details, the camera movement, the backdrops, mostly everything visual about this movie, i love.Joaquin Phoenix did an amazing job performing his role, that's for sure. But comparing it with Heath's Joker, was unacceptable. Both did amazingly great job, both presented the role best on its own way, there's no way to decide which one is larger.Overall, i agree that this movie is not for everyone. And i personally, enjoy this movie truly as an art. True arts can be both sad and happy, ugly and beautiful, understood and confusing, love and hate, all those mix feelings at the same time.So, how do you take your arts, it's totally up to you. Cheers."
9/10,Deep-dive into Madness,aaronjbong,10/8/2019,"""Joker"" is not a comic-book movie. It's a gritty, psychological thriller that delves into the mind of one lonely man, who is subject to the cruelties and neglect of society, and finally dissolves into a path of insanity that leaves him irredeemable. It's unsettling and so grounded in reality that while it does take some inspiration from ""Killing Joke"", Todd Phillips generates an original story that ultimately reinvents the character of the Joker.That being said, a comparison to Heath Ledger's Joker is just not applicable. Firstly, it's an origin story so that immediately removes the aura of mystery Ledger's Joker. The Joker in ""The Dark Knight"" is just a being of unknown origin, present to wreck havoc and be the perfect antithesis to what Batman stands for. ""Joker"" is about a lonely man named Arthur Fleck who gradually descends to into a being of madness who happens to be called the ""Joker"". He's not really the Joker from the comics. Perhaps that's because it's an origin story so that some of his most defining characteristics like his charm and genius-intellect are not fully-fleshed out yet. I totally respect the decision to totally reinvent the Joker, but I missed those aspects of the character, and ultimately, I'm hesitant to call Arthur Fleck the Joker.Despite the radically different character, Joaquin Phoenix slays his portrayal of this man. This movie is a showcase of his performance and cements the fact that the Joker is probably, if not already, the most coveted comic-book character to be portrayed in cinema. There are side characters portrayed by Robert DeNiro, Zazie Beetz, etc. However, this is Phoenix's show and his performance was brilliant, haunting, disturbing and moving. His interpretation of the Joker laugh is so nuanced, that it's more than just a trademark of a character. You can see and hear the pain, sadness, anger from his laughs as he ponders whether his life is a tragedy or comedy. He brought new dimensions to the Joker character, leading us at one point to empathize with him, his sorrow, and we watch helplessly as his character just falls into a path of no return.The script is well-polished and I appreciate that it takes its time and opts for a slow pace to ensure that Arthur Fleck's transition is natural, not forced and abrupt. The result is a dark brooding thriller which I feel can be segmented into two parts; the first of which depicts the crumbling of the wall between Arthur Fleck and insanity, followed by the latter half where things get unsettling and ramps up to accommodate Arthur's full transformation. Some scenes are disturbing, but that's what you'd expect to see in a movie that aims to delve into the mind of someone like the Joker. I do feel the main story arc is a bit too predictable, particularly in the second half of the movie. There's not a lot of impactful twists. That said, the score by Hildur Guðnadóttir is brilliant, as it compliments the dark atmosphere of the movie very well, with its sorrowful melodies and haunting background. It is music you don't want to listen to alone.All in all, ""Joker"" is a really good movie, and a very brave one too, bringing in topics that are relevant today. It brings to light the subjects of mental illness, and social neglect of those affected by the former. I'm not sure if it's really trying to make a statement about it, whether it's trying to say that anyone, if pushed enough, can be someone like the Joker. That would sort of take the ""special"" out of the Joker's character. It's definitely not the typical comic-book movie and the Joker here is not the Joker you typically know. But it is a very good psychological character study of a man crumbling to madness, powered by the brilliant performance of Joaquin Phoenix."
9/10,Totally worth wacthing!,subxerogravity,10/4/2019,"Yeah, they did turn the archetype of arch enemy into the anti hero but I was expecting that in a solo movie.I'm sure everyone has had that moment when the world pushes them too far and you wanted to push back as hard as you felt they pushed you, but instead of doing that you go and watch the movie Joker. especially with others who understand how your feel.Joaquin Phoenix was brilliant in this film. Too bad with all the controversy he won't win an Oscar form it. It's the perfect academy award winning movie too, Phoenix as the Joker out shines he movie but unlike other Oscar contenders this year like Judy, The movie shines pretty brightly on it's own.Loved the connection between the Joker and his greatest enemy that could have went badly but it worked out well.It's a slow movie but I found Phoenix humorous. Not a violent as I though more like a lot intent for violence then small quick burst of it. I understand how this movie could be looked at as a bad stigma for the mentally ill, but for me, the flick easily told a tale of frustration and anger for anyone who knows what it truly feels like to be pushed around. It's good that he does not randomly target anyone, Anyone that get hurt by the joker is someone who (he felt) hurt him. It's the perfect origin of a supervillain. Overall it's worth it to see that transformation."
9/10,A brilliant movie,adityarocks-38866,10/4/2019,This movie is slow but never makes you feel bored. The story is narrated in a wonderful manner. This movie sets a good example for others comic based movies that how can a negative character can be portrayed in such a manner that you though know joker in not a good man but will be feeling bad for him at some point.The acting done by Joaquin Phoenix who played the role of joker was amazing. He was flawless and did proper justice with the character of joker which very few actors were able to do. Joaquin Phoenix is a brilliant method actor.This is a movie made to see in movie theatre not at tv or any streaming app.
3/10,Not equal to the sum of its parts.,wolfy3162001,10/5/2019,"Despite an extraordinary performance from Phoenix, the film itself is a sub-par experience. It's Taxi Driver lite, from someone who has seen the far superior film and completely failed to grasp its meaning."
1/10,Avoid !,richozy-81995,10/19/2019,"Possibly the worst thing I've ever seen , everybody else in the cinema thought that too"
2/10,It's for reviewers not for masses classes either,dr_hgj-48231,10/15/2019,"With some real good facial muscle exercises and some new condition display ...when disappointed starts un controllable laughs ... The screenplay, story illogical gun firing murders leave us clueless ! We have seen heroics of Joker in Batman and By Raj in an Indi Cinema but here one fails to laugh. Neither enjoyable as Joker's personal tragedy is going crime provoked path. Difficult to digest senseless out come of incidences. It measurably becomes a pot boiler. It's a fashion to rate this movie high just to give more complexity."
2/10,The Joke Was on Us,white-b,10/14/2019,"Beyond Phoenix excellant portrayal of a wretched mentally ill man...we felt cheated. Anticipated 10 minutes of development and the rest, villany. Sorry..this isn't."
9/10,Why can't every comic book movie be like this?,FilmFlowCritics,10/4/2019,"Since Joaquin Phoenix was announced to play the Joker, i was on the front of the hype train and usually that leads to disappointment, but NOT this time!This movie has such a gritty and realistic attitude towards it that my girlfriend (who has no clue about comics or Batman but i dragged her along into this!) asked me if this was based on a true story.Yes, the similarities to Taxi Driver, Fight Club and The King Of Comedy are obvious, but that doesn't hurt the movie at all. Some things you might see coming, which i usually hate, but this movie manages to leave more questions open, that it answers, so the enjoyment doesnt end when the movie finishes, you can debate about your theories for hours.I keep my reviews always spoiler free, I just wanna mention that I see what you tried here Todd Phillips, this movie is its own sequel - watch it and you'll understandA lovely character study and instant classic that will never get old. 11 years after Heath Ledger, this might be the next Joker that walks away with the little golden man, at least a nomination seems guaranteed!I can't stress enough how much i enjoyed that approach and would love to see more of these kind of movies, because this is what a comic adaptation really deserves."
6/10,Decent but not brilliant,weenash,10/17/2019,"Ok so been to see the JOKER on the back of all the reviews on here saying its a cinematic masterpiece etc etc, and while i cant argue that Phoenix certainly gives an acting masterclass the actual movie itself is dare i say it a bit slow, and a tad boring ( i dont care if you dont agree ) and as for the Joker himself he is no where near as good as the one portrayed by Heath Ledger and no where near as scary.The Joker here comes across as a sad pitiful character who in all honesty needs a swift boot in the short and curlies followed by a good wash.After i watched the Dark Knight i could not wait to see it again but certainly dont feel that way about JOKER"
10/10,Oscar,terassini,10/4/2019,"This is not a simple movie , this is a masterpiece ! To see something like this in 2019 is was shocking . I never thought that in my life i would ever seen that kind of act . And i want to thanks Joaquin Pheonix and the entire crew for such a great lesson ,and for his incredible brain strenght ."
10/10,10/10 no question,makedonasmi,10/3/2019,"Driving to watch it I was excited while expecting less. I witnessed film history, the work of the greats of today, a screen masterpiece, ""Tennessee Williams"" psychoanalytical deep trip, to be discussed for years."
6/10,Just OK,robert-johnson1,10/8/2019,"Watched the movie, it was a great performance by Joaquin Phoenix, but it was a performance of a man going insane. The story being about Joker is an offshoot. The Thomas Wayne character is overdone and cocky. DO NOT see this movie as a DC comic version of the Joker it is not."
5/10,This reinvention just doesent work,minesbay,10/6/2019,"Joker didnt have any of the clever banter that we have come to know and love from one of the most well known Villians in history. The pace of this movie was totally off and basically a snooze fest for the first 40 minutes. Joaquin plays a great crazy person, but this origin story doesent give him enough leeway to truly do this movie justice. Some of the mannerisms were spot on, but the demeanor and intelligence level if the villain himself totally capsized any Hope's of enjoying this. The killings were bland and did not bring any desperately needed artistic element to the film. Towards the end, the connection made between the death of one and the rebirth of another was probably the smartest scene, and simply not worth waiting until the end to see. I left the theater in total confusion and dissappointment."
10/10,Masterpiece,marshallsuresh,10/7/2019,Give this guy an oscar.. man i love his laugh. His joker makup. My favourate line is 'YOU GET WHAT YOU DESERVE'.. love this guy.❤🤡
3/10,Just phoenix acting,jain24sachin,10/3/2019,"Total flat storyline not a single peak moment, nothing new, nothing amazing, nothing entertaining except the acting. Just a man crying about his existence. We have seen this story a thousand times in thousand different movies also multiple times in batman too. We know that joker struggled a lot in his personal life as a common man, dull story ruined the character. I see people saying a lot good about it maybe just because they can't betray their joker but I like joker for his madness not his crying or sick attitude in his personal life."
8/10,Joaquin Phoenix steals the show,varunn-mohite,10/2/2019,As expected Joaquin Phoenix has done a fantastic job. Todd Phillips as director delivers a rounded film. The support from Director of photography and the music seals the deal.Story is a bit weak and lacks a punch that's expected from an iconic character as Joker. Joaquin's performance does cover up that but it's still pretty evident. Worth a watch
2/10,Terrible,jadersx,10/12/2019,"The only thing good about this movie is Phoenixs acting. But i dont (and most people dont) watch movies for acting alone. Good acting doesnt make this movie interesting, entertaining or give it a real plot. What a terrible script and terrible story. Barely any character development (or characters for that matter) outside of Joker. The last 10 minutes were the best part, but to force me to sit through the first 2 hours of garbage to get to it was punishment. Why was this movie even made? They couldve condensed the plot into a 30 minute tv special and made it better than what it was. I cant believe how overrated this movie is, but then again most movies written primarily for oscars usually are."
2/10,Terrible,frederikfs-47893,10/20/2019,"I don´t understand the critics this movie is awfull,it is very slow not a lot off action scenes,and jaquin phoenix plays the joker like a little child,the visitors that leftthe cinema left the cinema because the film is boringJoker is a joke and wenn that is the Joker that Batman challenged then Batman has a easy job"
1/10,What a waste,c-m-craddock,10/12/2019,I Have rarely been as disappointed in a movie as i have been with this one. I went in expecting a deep interesting and entertaining movie. What i got was an awkward incredibly boring film. All that hype for something that is 60% the joker being awkward. I kept waiting for it to pick up and become interesting. I was expecting something on the level with Heath Ledgers joker but it failed to gain my interest in the least. Like many critically acclaimed films this movie was a complete joke to me.
10/10,Am I a joker sympathiser? Yes.,manojmagecha,12/10/2019,"This is a standalone film for The Joker, to understand his character and really identify with his personality! welcome to the beginning of the end! The film compells you to believe the joker can justify his crimes! That one man does have the power to take down those who abuse their so called "" higher social status""A man whose childhood has been subjected to acts of Evil, and has continued to suffer more subtly throughout his adult life, we as the audience must believe he is out to force that evil upon the world! So that they too, know for a moment, what's it's like to be the victim! This is his reasoning! A coming of age depicts a character created out of pure Evil. A society which has failed to recognise and listen, a society where everything is seen as a product. A society which divides people and forces entertainment to be at the heart of people's lives, sacrificing the expense of another's misery along the way. Anyone with a heart will feel empathy and understanding towards the Joker.Batman is one of my favourite characters, becuase his abilities are not overly far-fetched, and the sense of what could be real is far more believable than having the ability to fly! But truthfully their would be NO BATMAN without the joker.And here you have Joaquin Phoenix portraying the joker in a light never seen before! His performance is remarkable, diverse, captivating and emotional!Honestly, this is the best acting performance I have ever seen, regardless of genre, since solo performances from the likes of Kevin Spacey.I am grateful to be one of the first to have witnessed such a powerful performance in the cinema on it's initial release date! And will continue to discuss this film, whenever the topic of greatest movies/ acting performances arise!Generations after generations after generations, this film should be considered as framework for Drama/Media/ filming students and people whom want to pursue an acting career.Joaquin Phoenix you are a legend! This was a masterclass performance and you deserve all the fame and glory at all the award ceremonies!"
10/10,Outstanding.,Alsmoviereview,11/19/2019,"I know the name Todd Phillips from his first feature as a student film maker, the 1993 cult documentary on extreme punk rocker, GG Allin, 'Hated: GG Allin and The Murder Junkies. Joker has a few references to GG littered throughout. Joaquin's performance is breathtakingly outstanding. Fantastic movie. 10/10"
7/10,A new hope for DC!,raghu-mktg84,11/16/2019,"""Every story needs its hero. And its villain. And its monster.""The Caped Crusader of Gotham City was never complete without his villain, the Joker. What made The Dark Knight (2008) a phenomenal success at the box office and as an all time cult classic was the characterization of the agent of chaos and seamless delivery of witful dialogues and challenges. It wasn't a surprise that the people loved the Joker more than the Batman himself in the film, for he, the Joker, didn't have any rules to play by. It was unfortunate that Heath Ledger had to leave this world, and thus creating a permanent vacuum in the Gotham City. There had been attempts by Jared Leto to fulfill the gap, but it is no match.DC had to come up with a solo Joker movie that was due for long. Joaquin Phoenix had been creating the buzz ever since the first look poster arrived and looks-wise he was almost..almost matching the legend of Heath Ledger. With much expectations, the Joker is finally here.Set in 1981, Arthur Fleck (Joaquin Phoenix) is a disregarded personality who works as a clown at places wherever needed and lives with his mom Penny. With a rare neurological condition, he suffers from frequent and inopportune laughter which irks people around him. The city as such is infested with crime and unemployment all over, hence there is no question of sympathy or concern for special characters such as him. Struggling to make a mark as a stand up comedian, Arthur also suffers from delusions where he is unable to distinguish reality from dreams. Things go topsy-turvy when one of his colleagues hands him over a gun to take care of miscreants who harm him. Arthur uses it against 3 rogue employees of Wayne Enterprises. While the cops are in search for Arthur, he also is in constant battle to come up as a comedian, pursue his neighborhood crush, find out the true identity of his father and take care of his mom. When he finds an answer to most of these, how he handles them and emerges as the Gotham City rebellion is the plot.The movie has its high moments in the seamless change of expressions and body language of Joaquin. The audience will be in for a shock to see his shirtless episodes where he reminds one of Christian Bale from The Machinist (2004 The background score in most places takes the cue from The Dark Knight and builds over it to make us feel the connect. Also there are too many frames that resemble the ones of Heath Ledger, which possibly could be a deliberate attempt. ). For those expecting a Batman cameo in this movie - the answer is both YES and NO.While this movie could easily be a grandeur in performances, one cannot get the rush that was given by the one played by Heath Ledger. Surely, there cannot be a comparison to the 2008 Joker version, for that set its standards too high that any more attempts can only keep trying to scale up half way. We can only hope the sequel to this one has much more interesting elements, for the movie ends with enough scope for that hope!"
8/10,Wow,robotikarm,11/10/2019,"Started off a little slow, but it was all important for the development of the Joker. Loved this movie and Phoenix has definitely earned all of the praise. The ""statement"" of this movie is loud and clear and I think it needs to be heard by as many people as possible."
9/10,Sobering insight into society,wilmax32,11/10/2019,"Joker is an excellent insight (albeit exaggerated) of society's view of mental health.Arthur has serious mental health issues, caused or at least exacerbated, by childhood trauma and his relationship with his mother. Society isn't able to support Arthur adequately and his delusions and mental health are spiralling out of control. The movie allows us to have pity with Arthur, where it's clear that the 'system' has failed him.Throughout the movie society ridicules him, work mates, members of the public, the general population (via Murray's TV show). His interaction with the lady and child on the bus is a startling revelation as to how, even though the member of the public is made aware of his condition, still shows no empathy or understanding and merely shuns him.Under no circumstances can we ever condone the violence, but the question Arthur poses to Murray towards the end of the movie should be a stark warning.Ultimately, the way we treat our vulnerable members of society, our tolerance, understanding, empathy and support will determine who how society will develop. And we may well get what we deserve.This is exceptional movie and will become a classic (although won't be on each Xmas 😄)"
10/10,"About Joker, Batman and us",mazzobr,11/10/2019,"When Batman made his debut the year was 1939. In Europe, the nazism was offering a solution to poverty: the chosen and pure ones have to take the lead to organize a better life. This fascist thing was also in the air after the communism had shown its contradictions and violence. With the victory in the II World War liberal democratic countries had to propose a new version of capitalism. This human version, the Welfare State, went through more or less till the 70's when the neoliberalism arrived in the political scene advocating cuts in social expenditures and state shrinking. In a way, Batman and Joker were created from the same ground of despair and hope in the mid of the last century. We are now in 2019. The welfare state capitalism is in the hospital badly wounded. The evil may be explained by a real troubled life of the Joker maybe not. As Joker realizes his potency after every crime perpetrated by him, the young batman must accomplish a double task in the future: to turn Gothan city a livable place for all and to dismantle the joker's way of the necessary use of violence by the dispossessed. If Batman fails in this noble tale, the fascism will come again to organize the jokers promising a better life. Great Film!"
10/10,Brilliant!,nancy-793-228879,10/31/2019,I don't give many movies 10 /10 but could think how they would improve it. The acting was simply amazing. If there's no oscars then it's a travesty. It dark and scary. Deeply sad and tragic. Violent and bloody. Bloody brilliant is what it is!
9/10,A truly haunting character study.,domtaylor,10/31/2019,"'Joker' is the type of film that you want to rewatch immediately yet never watch again; it's as deeply disturbing as it is utterly compelling, leading to a unique experience that truly sticks with you. The pure visceral effect of it literally lasts for days, and once that wears off the narrative still lingers in your mind, something truly rare in today's age of cinema. It's an incredibly grounded character study, with one of the most complex protagonists in years. He's not a hero, but not quite a villain either. It's far more complicated than that, purely because it's simply far more realistic than that. Arthur fleck is just presented as a person, one who you aren't supposed to empathise with but rather pity. The film never forces you to feel a certain way about him either, as it just shows the events in a relatively unbiased way, which allows for different audience interpretations. The filmmaking here is fantastic, with everything from the cinematography and production design to the haunting score putting most films to shame. It still astounds me that Todd Phillips directed this as it's in a completely different league to anything he's helmed before. For all it's technical, behind-the-camera excellency though, there's no doubt that this wouldn't have been nowhere near as successful without Joaquin Phoenix's masterful performance. It has been said before, but it needs to be said again: this guy deserves the Oscar. It's far and away the best performance of the year, and is perhaps one of the best performances I've ever seen. Phoenix's mere presence here demands your attention and he completely throws himself headfirst into the role, outdoing himself in the process (a very high praise for an actor of his talents indeed). Sure, the writing is great too, but Phoenix completely sells Arthur's transformation in such a convincing way that I'm sure the performance could have overcame bad writing had it needed to. Thankfully though, Phoenix is matched by the film surrounding him, which just solidifies how great the whole thing is. Like I said, it's a very disturbing, even scary, watch that is completely absorbing from the opening frame. It's not fun, but it isn't supposed to be. It knows what it wants to be, establishes this very early on, and rolls with it, completely sticking the landing. It's an incredibly accomplished work and if DC stick to this route from now on, they'll soon become the leading company in comic book adaptations. 9/10"
9/10,Joaquin Phoenix Was Genius,Marwan-Bob,10/14/2019,"I'm Going to start with this : One of the Top 10 best acting performances I've ever seen, Joaquin Phoenix Was Genius.The Movie is Dark, unsettling, physically painful but in a good way.haunting score, Great Soundtrack, Incredible directing and screenplay, the only problem I had with this film is the ending a small problem really, i felt that it needed something more.Anyway this film will be talked about for years to come, i highly recommend it."
9/10,Critics show who they really are..,sinnfenian,10/13/2019,"It's a shame now adays that the so called know it all critics cant just watch a movie without injecting their own political spin on their opinion. A 59 metacritic for this while knives out started as 100 on tomatoes goes to show there is an agenda, and not a genuine critique.That being said, Joker is a phenomenal movie. It's a dreary journey through the mind of an iconic character and for the first time we get to watch every thread if his humanity get pulled away until he finally becomes who he really is, and to some extent, who we all are. The tone of this movie is consistent and his transformation is paces perfectly and believable. DC needed a movie like this to do this character justice in a way that did by look like it was drawn by Kane.Todd Phillip's nailed every aspect...from the music and timing of when and what played, the creepy and sullen atmosphere, the feeling of hopelessness till the final act...its hard at times to not root for the Joker even though you know what he becomes.I cannot recommend this movie enough. Critics have shown themselves and biased lemmings. Pay no attention to them. They are the very thing Joker is trying to stamp out."
9/10,"Brilliant, Fantastic must watch",ajaykotian,10/13/2019,Joker is a origin story of the infamous villian of DC universe. Its a mixture of violence and emotions. After watching this movie i have became a fan of director Todd Phillips (its the same guy who directed the comical triology The Hangover). His idea of presenting the story was fabulous. He knows how to intrigue audience with the story of the film. I have read many review of ths flim saying that the first half is slow but trust me i didn't feel that the first half was slow. First half shows the struggling mental state of Arthur Fleck aka Joker played by Joaquin Phoenix and second half shows his transformation to JOKER.About Joaquin Phoenix he just showed us a new version of Joker as the character was played by a lot of great actors like Jack Nicholson and my favourite Heath Ledger. Can't imagine how much pressure would be on Mr. Phoenix to play joker but he did a fantastic job👏. BGM also adds more feels to this movie.Conclusion : its a violent movie so very R rated but a must watch. A person need not have comic book knowledge to watch this brilliant peice of art as the movie has very less references to other universe. Everyone can watch this movie.
9/10,Incredible. Inside the mind of a budding maniac,grooz,10/13/2019,The movies makes you feel uncomfortable. You understand that what is happening is wrong yet you understand why...
10/10,Horribly awesome,chemistmoh,10/13/2019,"For me I call tell, this movie is one of the best movies I have ever seen in my entire life in term of acting, sound effects, story,..... despite of having very dark depressing moments in this movie, you still sense the feeling of greatness after finish watching the movie.First time ever to watch a realistic comic movie which made him a one of a kind.The problem is this movie might encourage some evil things in our real world to whose see themselves in this movie in a way or another, the fact that the moments and situations you experienced in the joker might happened to you through your life, how many times you got a depressing situations where someone enjoys making fun of you or mocking your life, character, origin, religion, skin color. Ideology or even just bullying you in school. Let's think about that. Hurting someone's feeling is funny it can destroys everything"
10/10,Old School,dozalp,10/11/2019,"It's an old school movie kinda like Clockwork Orange. The scenario is so tied and no rushing. It makes the movie untouchable, or I would say bounded. This is why It's strong and old school."
4/10,Not worth the ticket !,ryokhalaf,10/22/2019,"JOKER character should have been much better presented in a more psycho-path life. Suffering like in the movie is not a good cause for such a character to rise. I expected a lot from a movie rated over 9, and really disappointed with it. We were 8 watching and 4 said not worth the ticket. Hoaquin did a great job, but the scenario and directing were poor."
9/10,Makes The Dark Knight look like Disney.,aldo-64339,10/13/2019,"Todd Phillips and Joachin Phoenix have dug deep.. really deep, unearthing the first Joker character that is believable, not only in the comic book world, but in our world, the real world.The acting from Phoenix is stunning, almost too good at times which make some scenes excruciating to watch. A man's mental stability and health spiralling uncontrollably without filter. The cinematography is also spectacular, influenced largely on Scorsese's Taxi Driver as are other elements of this movie.There are also glaring similarities between this Joker and Rupert Pupkin from The King of Comedy, however De Niro's character study, in my opinion, is better, but only just.Todd Philips' direction is well balanced and he guides us between tension and climax just right.Overall, Joker is dark and not like any other comic book movie, which is truly a good thing."
10/10,11!,chrispeel-gsi,10/10/2019,Simply amazing. Could have stayed and watched it again. Wish it had been longer. Absolutely phenomenal film. Epic.
9/10,Amazing.,flavy_vet,10/9/2019,"Joker was an amazing movie and Joaquin Phoenix was perfect for this role, the acting was brilliant. Please consider that Phoenix's Joker is a journey to becoming the Heath's Joker and in my opinions it was perfect. Close to the end of the movie you can see a glimpse of Heat's Joker, the one that embraces his madness and starts enjoying being the villain."
10/10,11 out of 10🌟 not just a Masterpiece its a GOLDEN MASTERPIECE🏆,sahilbutt,10/8/2019,Oscar worthy performance by Joaquin Phoenix and incredible detailed so much power in todd mind brilliant direction amazingly written and outstanding score lovely combination thats what we called a True Masterpiece. All Hail to the JOKER.. i want this watch again ng again....
9/10,"Dark, Disturbing, Gritty, Adult, and Completely the Antithesis of Disney's Marvel",iamsam-89466,10/8/2019,"After I watched Joker, I needed some time to really digest it. Joker is like no other comic book/superhero movie that has ever existed. It truly transcends the genre and almost breaks it entirely. It is the kind of movie I have been wanting to see take place in the Batman universe since the Nolan films: dark, disturbing, gritty, adult, and completely the antithesis of Marvel and all it's Disney friendly content.Joaquin Phoenix is amazing in this movie. My wife asked me if he was better than Heath Ledger and Jack Nicholson as Joker. My first reaction was that he was not, but it is because he is playing a character for the entirety of the movie that is still in the process of becoming Joker. Phoenix has created a an original character that takes very little from previous Joker portrayals. It is so different from Heath and Jack that comparisons seem unfair and unnecessary.The movie looks fantastic and beautifully shot. You can really tell the Scorsese influence, but I am 100% of the opinion that this is not a copy of Taxi Driver or King of Comedy, heavily influenced, yes, but most certainly something new. Todd Phillips deserves credit for making a movie that does not seek to please the comic book/superhero audience and instead gives them something challenging like nothing that has come before in this genre.I do have some small criticisms in terms of the plot, but they do not plague the film enough to knock it down. I recommend this highly. (A-)"
9/10,Movie is Great. Haters Wouldn't Get It...,R_VN,10/8/2019,"Ignore these haters, trust me. They're extremely biased and are simply hating this movie because people like it and because they expect it to be something that it isn't.Things you MUST know before you watch the movie is that this isn't a ""Batman"" movie. It's not an action movie. If you're expecting a ton of action and explosions and a lot happening then this isn't the right movie for you.This movie is a drama. It's a drama about a man named Arthur and how he became ""Joker."" It doesn't really go into details or explore his childhood. The movie is about a very small portion of Arthur's life that happened just right up to before he becomes ""Joker."" The premise is pretty simple and not overly complicated.The reason this movie is loved is because it's beautifully shot and executed. The acting is superb, the cinematography is beautiful, the score is chilling, the art and flow is very poetic. This is not a movie you watch with your eyes. This is a movie that you must watch with your mind. It goes deep into the human psyche. It presents simple things in a different light. It dances, literally AND figuratively between light and dark, good and bad, right and wrong. You have to pay attention or you'll miss the message.I enjoyed the movie and I believe it's a type of movie that requires multiple viewings to get the full experience. There's a lot of subtle details that are easily missed even if you pay attention."
2/10,I want to kill now,paul_obe,10/8/2019,This movie made me want to walk outside and kill everyone ..... anyone who gets in my way from now on I'm just going to think of this movie and kill them all !
10/10,I cant believe my eyes- OMG What I have witnessed.,khanumar-61268,10/7/2019,I don't have words to explain the acting of Joker. Outstanding performance- What a legend. The Oscar is sure.
9/10,It was a masterpiece according to most of the audience who don't need money to enjoy and feel satisfied with a movie.,aravicmana,10/7/2019,"Joker was a complete masterpiece for anyone who loves a good dark piece of this world. The starting, the rollercoaster rides of emotions and the clever use of music were all points of minute observation. The trial of making it into the exact 70s climate was great with the super rats and garbage lying around. The movie surely is an eye opener in a way for those who want to understand the side effects of being under constant pressure and turmoil. The audience surely loved the impact it had on stigma against going to a psychologist. This movie surely is worth every penny."
5/10,Lacks one main thing- entertainment value,supergye-43876,10/5/2019,"Yes, Joaquin Phoenix does a wonderful job in his portrayal of the Joker. Albeit this Joker is plain and simple just mentally ill. He is generally portrayed in previous genres as a criminal genius mastermind. A person with wit, and masterful comprehension of trickery, and chemicals.This Joker is no fun, and highly delusional. You may question his intellect as he has to look up simple jokes in a diary he keeps. Yes, for the most part his jokes fall flat. Jack Nicholson' clever portrayal in Batman raised the bar that in my opinion has never quite been reached.I found myself uncomfortable with this portrayal as you would with someone acting out next to you on a subway. In that respect, Joaquin portrays this bit of brazen craziness to a tee. Craziness for the sake of craziness does not make for entertainment. If a sane person were locked up in a mental institution, you would not be entertained. And that is a bit how this movie felt."
10/10,My God,alismarthuman,8/31/2019,"Joaquin the Great..The Joker Genius.Creativity in writing, directing and acting.Incredibly crazy, but rational mad."
9/10,Unexpected,mattestella,8/31/2019,Very different from all the past interpretations of the character
2/10,Race to the bottom of obscurity,osito_parra,10/19/2019,"This movie is a rally to the bottom of obscurity - I strongly suggest not watching it if you can. It is, simply put: psychologically draining.The quality of the plot is mixed. It has some interesting suspense on how it all might end. Nevertheless, in reality some other parts of are rather predictable and obvious.Additionally, the rhythm is rather dull and it has none of the action you would see in the dark night (if that's what your looking for).It's also bothering to see how it portrays a divide in a troubled society. Even though we know Gotham is product of fiction, it draws parallels to our society - exacerbating its negative sides - while trying to make them appear normal.Also beware that some of the scenes are utterly grotesque. The violence is quite explicit and unlike other films - realistic."
